sessionId,operatorId,scenarioId,sequencePosition,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,riskId,candidateAction,willError,riskClass,riskScore,predictedErrorLabel
synthetic-00692,operator-16,SC-13,5,open-L1,restore-utility-or-prepare-equipment,22.72,4.39,0,45.1,78.7,518.9,2.16,0.62,46.8,40.5,313.5,5.3,3.1,0.092,True,True,True,True,risk-008067,start-N2,1,MEDIUM,58,EQUIPMENT_NOT_READY
synthetic-00477,operator-03,SC-08,7,restore-cooling,check-process-state,16.51,2.3,5,38.8,98.9,519.8,1.87,0.35,71.3,68.3,301.6,1.2,3.69,0.061,True,True,True,True,risk-001150,restore-cooling,1,MEDIUM,54,DUPLICATE_COMMAND
synthetic-00580,operator-02,SC-01,10,open-L1,set-fuel-45,12.66,3.14,0,85.7,98.0,252.9,2.04,0.49,70.2,73.0,398.1,9.7,2.96,0.046,True,True,True,True,risk-008871,set-fuel,1,HIGH,81,PARAMETER_ERROR
synthetic-00784,operator-20,SC-06,9,restore-cooling,restore-circulation-and-reduce-fuel,26.73,5.59,0,90.5,95.4,108.3,1.88,0.37,56.1,69.2,450.9,1.8,3.83,0.081,True,True,True,True,risk-000729,set-fuel,1,HIGH,84,CRITICAL_OPERATION_ERROR
synthetic-00223,operator-11,SC-05,6,set-fuel-70,open-L1,14.19,12.55,0,34.5,22.7,17.1,3.01,0.42,45.6,63.7,350.3,5.4,3.01,0.131,True,True,True,True,risk-007558,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00429,operator-11,SC-05,2,alarm-K1-high,cut-fuel,126.75,93.93,0,39.6,97.5,744.9,3.06,0.77,51.9,56.8,319.3,19.9,3.15,0.065,True,True,True,False,risk-001156,set-fuel,1,MEDIUM,64,RESPONSE_TIME_ERROR
synthetic-00200,operator-16,SC-01,2,restore-cooling,toggle-electric-field,13.17,18.55,0,28.3,95.8,650.1,2.76,0.64,46.1,61.7,317.5,7.6,3.89,0.093,True,True,True,True,risk-008503,toggle-electric-field,0,LOW,16,NORMAL
synthetic-00400,operator-19,SC-05,10,alarm-K1-high,cut-fuel,122.11,85.23,0,25.1,99.0,621.2,4.63,0.73,63.4,36.1,300.8,6.8,3.1,0.065,True,True,False,True,risk-008530,restore-cooling,1,MEDIUM,66,RESPONSE_TIME_ERROR
synthetic-00073,operator-07,SC-12,3,check-alarm,protect-K1,23.1,15.78,0,24.9,97.6,435.3,2.14,0.48,68.7,43.9,304.3,7.0,4.6,0.084,True,True,True,True,risk-005992,protect-K1,0,LOW,8,NORMAL
synthetic-00058,operator-05,SC-07,6,start-N1,toggle-electric-field,11.92,5.3,0,47.8,96.4,560.7,1.9,0.39,43.3,44.6,326.2,8.2,4.99,0.129,True,True,True,True,risk-005234,toggle-electric-field,0,LOW,1,NORMAL
synthetic-00157,operator-08,SC-08,6,set-fuel-45,start-N2,8.76,20.33,0,25.7,95.9,702.0,2.58,0.47,54.1,74.6,323.4,6.3,4.11,0.141,True,True,True,True,risk-002987,start-N2,0,LOW,10,NORMAL
synthetic-00641,operator-12,SC-07,11,restore-cooling,set-fuel-45,24.18,17.21,0,78.4,96.0,161.8,3.0,0.61,67.1,38.6,391.4,0.2,2.5,0.132,True,True,True,True,risk-006767,set-fuel,1,HIGH,75,PARAMETER_ERROR
synthetic-00168,operator-06,SC-05,6,set-fuel-45,toggle-electric-field,4.78,11.62,0,25.6,99.0,827.8,2.47,0.43,66.0,38.8,332.2,8.5,3.82,0.146,True,True,True,True,risk-004839,toggle-electric-field,0,LOW,11,NORMAL
synthetic-00205,operator-10,SC-07,11,open-L1,set-fuel,13.3,16.12,0,47.0,98.6,653.8,2.87,0.49,39.4,58.1,305.4,7.7,4.62,0.095,True,True,True,True,risk-007193,set-fuel,0,LOW,21,NORMAL
synthetic-00641,operator-19,SC-06,5,restore-cooling,set-fuel-45,10.99,16.02,0,70.5,97.6,348.0,2.9,0.47,46.7,55.7,394.9,5.8,3.15,0.063,True,True,True,True,risk-003311,set-fuel,1,MEDIUM,59,PARAMETER_ERROR
synthetic-00346,operator-04,SC-10,2,alarm-K1-high,cut-fuel,139.42,70.47,0,50.6,97.6,687.1,4.09,0.55,63.9,40.4,316.2,4.0,4.25,0.144,True,True,False,True,risk-002234,restore-cooling,1,HIGH,79,RESPONSE_TIME_ERROR
synthetic-00006,operator-24,SC-12,4,open-L1,set-fuel,16.76,9.31,0,52.8,95.8,733.4,3.0,0.71,69.3,59.8,327.8,10.2,3.83,0.097,True,True,True,True,risk-003196,set-fuel,0,LOW,15,NORMAL
synthetic-00100,operator-16,SC-14,12,restore-cooling,protect-K2,26.05,20.87,0,33.7,98.3,610.5,3.16,0.37,50.7,41.5,303.9,8.0,3.09,0.144,True,True,True,True,risk-000956,protect-K2,0,LOW,24,NORMAL
synthetic-00506,operator-21,SC-14,4,start-N1,check-process-state,22.87,1.93,2,45.8,98.7,750.9,3.06,0.42,52.2,72.1,319.1,7.0,4.46,0.099,True,True,True,True,risk-008746,start-N1,1,MEDIUM,44,DUPLICATE_COMMAND
synthetic-00205,operator-16,SC-10,12,start-N1,protect-K2,6.76,8.07,0,37.1,98.2,543.5,2.87,0.77,68.1,42.2,312.7,1.1,4.98,0.075,True,True,True,True,risk-004821,protect-K2,0,LOW,5,NORMAL
synthetic-00277,operator-20,SC-01,2,drain-E1,open-L1,15.61,16.32,0,50.6,80.0,98.9,2.43,0.52,37.6,74.4,333.6,2.3,3.06,0.138,True,True,True,True,risk-002313,start-N1,1,MEDIUM,63,SEQUENCE_ERROR
synthetic-00608,operator-19,SC-08,7,check-alarm,set-fuel-45,16.98,11.32,0,79.5,95.5,408.8,2.7,0.49,65.7,66.7,401.5,0.3,4.34,0.07,True,True,True,True,risk-000852,set-fuel,1,HIGH,78,PARAMETER_ERROR
synthetic-00059,operator-03,SC-07,2,start-N1,start-N1,9.04,18.52,0,47.5,97.7,535.8,1.85,0.57,71.1,61.3,307.2,2.4,4.19,0.063,True,True,True,True,risk-002397,start-N1,0,LOW,3,NORMAL
synthetic-00646,operator-04,SC-07,5,open-L1,set-fuel-45,15.84,16.05,0,70.6,97.1,256.5,2.14,0.37,69.2,63.3,368.0,7.2,4.76,0.071,True,True,True,True,risk-000755,set-fuel,1,MEDIUM,59,PARAMETER_ERROR
synthetic-00273,operator-03,SC-05,10,set-fuel-70,open-L1,5.72,8.68,0,45.8,54.9,21.0,2.5,0.37,51.5,41.1,325.1,2.2,2.8,0.145,True,True,True,True,risk-006716,start-N1,1,HIGH,76,SEQUENCE_ERROR
synthetic-00656,operator-13,SC-13,2,open-L1,set-fuel-45,22.65,20.51,0,87.7,96.5,321.3,1.85,0.68,50.9,72.4,381.1,5.3,3.23,0.066,True,True,True,True,risk-000246,set-fuel,1,MEDIUM,65,PARAMETER_ERROR
synthetic-00671,operator-24,SC-01,4,open-L1,restore-utility-or-prepare-equipment,11.1,5.57,0,32.2,97.1,785.3,4.29,0.37,46.5,48.4,322.1,2.4,2.41,0.115,True,True,False,True,risk-001656,start-N1,1,MEDIUM,56,EQUIPMENT_NOT_READY
synthetic-00775,operator-03,SC-05,8,restore-cooling,restore-circulation-and-reduce-fuel,25.2,10.62,0,78.6,95.2,148.8,2.92,0.6,52.1,55.9,441.0,1.1,2.99,0.129,True,True,True,True,risk-007365,set-fuel,1,HIGH,87,CRITICAL_OPERATION_ERROR
synthetic-00106,operator-01,SC-14,9,set-fuel-45,start-N2,27.67,21.21,0,28.1,98.6,459.1,2.49,0.59,53.1,37.1,335.7,11.2,2.18,0.137,True,True,True,True,risk-000670,start-N2,0,LOW,21,NORMAL
synthetic-00466,operator-09,SC-01,5,toggle-electric-field,check-process-state,5.66,0.65,4,52.1,97.8,827.1,2.92,0.37,51.5,59.3,312.6,10.8,4.92,0.144,True,True,True,True,risk-006154,toggle-electric-field,1,MEDIUM,36,DUPLICATE_COMMAND
synthetic-00495,operator-12,SC-05,12,start-N1,check-process-state,25.11,1.26,2,24.3,98.1,556.8,2.93,0.57,74.1,56.3,319.5,11.6,4.43,0.065,True,True,True,True,risk-008127,start-N1,1,MEDIUM,52,DUPLICATE_COMMAND
synthetic-00405,operator-13,SC-07,9,alarm-K1-high,cut-fuel,136.36,103.6,0,32.2,96.4,471.2,2.72,0.47,45.7,42.1,345.8,29.0,4.36,0.113,True,True,True,False,risk-000195,start-N1,1,HIGH,72,RESPONSE_TIME_ERROR
synthetic-00239,operator-01,SC-13,3,set-fuel-70,open-L1,5.35,11.05,0,34.7,64.2,75.5,2.53,0.77,60.8,74.5,333.7,7.2,4.0,0.086,True,True,True,True,risk-006331,start-N1,1,HIGH,73,SEQUENCE_ERROR
synthetic-00371,operator-04,SC-06,3,alarm-K1-high,restore-cooling,141.38,90.45,0,54.4,97.6,660.1,4.59,0.43,66.3,52.2,333.7,3.6,3.93,0.107,True,True,False,True,risk-006858,restore-ventilation,1,HIGH,79,RESPONSE_TIME_ERROR
synthetic-00290,operator-03,SC-12,11,drain-E1,open-L1,10.5,8.11,0,52.9,29.8,153.8,3.03,0.66,66.2,37.5,315.4,1.5,4.34,0.123,True,True,True,True,risk-003103,start-N1,1,HIGH,79,SEQUENCE_ERROR
synthetic-00525,operator-11,SC-12,3,toggle-electric-field,check-process-state,18.08,1.68,2,54.0,97.7,619.8,2.42,0.72,37.6,62.7,346.0,7.8,2.38,0.136,True,True,True,True,risk-008220,toggle-electric-field,1,MEDIUM,38,DUPLICATE_COMMAND
synthetic-00754,operator-05,SC-01,2,set-fuel-45,restore-circulation-and-reduce-fuel,19.86,17.2,0,92.9,96.4,0.8,1.88,0.49,74.4,69.9,446.7,5.0,2.99,0.049,True,True,True,True,risk-001461,set-fuel,1,HIGH,90,CRITICAL_OPERATION_ERROR
synthetic-00195,operator-18,SC-10,9,open-L1,toggle-electric-field,22.6,21.68,0,36.8,99.2,439.1,3.12,0.8,57.8,73.0,302.5,8.8,4.67,0.047,True,True,True,True,risk-007659,toggle-electric-field,0,LOW,7,NORMAL
synthetic-00244,operator-02,SC-13,3,set-fuel-70,open-L1,25.93,17.97,0,43.7,73.7,87.4,2.41,0.43,41.8,58.0,330.4,3.6,2.07,0.142,True,True,True,True,risk-002707,start-N1,1,HIGH,71,SEQUENCE_ERROR
synthetic-00709,operator-07,SC-08,11,set-fuel-45,restore-utility-or-prepare-equipment,11.51,15.98,0,50.6,99.0,651.0,2.6,0.43,72.5,70.3,341.0,7.0,4.02,0.15,True,False,True,True,risk-006236,set-fuel,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00799,operator-23,SC-13,8,restore-cooling,restore-ventilation,26.17,24.35,0,36.4,97.1,827.1,2.88,0.59,53.8,66.8,340.4,29.3,2.61,0.101,True,True,True,False,risk-009690,disable-ventilation,1,HIGH,99,CRITICAL_OPERATION_ERROR
synthetic-00045,operator-09,SC-12,12,set-fuel-45,toggle-electric-field,24.88,23.15,0,46.5,96.8,461.1,1.84,0.52,64.3,63.6,354.6,6.5,3.85,0.091,True,True,True,True,risk-001616,toggle-electric-field,0,LOW,3,NORMAL
synthetic-00220,operator-24,SC-06,10,drain-E1,open-L1,14.25,20.87,0,32.5,31.9,114.0,3.0,0.72,72.4,43.4,350.6,2.1,4.28,0.082,True,True,True,True,risk-003495,start-N1,1,HIGH,81,SEQUENCE_ERROR
synthetic-00041,operator-16,SC-01,1,check-alarm,protect-K2,4.64,4.32,0,50.0,98.6,638.6,2.0,0.64,63.7,52.3,335.5,0.8,2.2,0.076,True,True,True,True,risk-004869,protect-K2,0,LOW,10,NORMAL
synthetic-00333,operator-21,SC-07,3,drain-E1,open-L1,10.21,13.57,0,43.3,51.9,242.7,2.65,0.74,56.7,38.8,327.6,4.2,2.45,0.041,True,True,True,True,risk-009223,start-N1,1,MEDIUM,57,SEQUENCE_ERROR
synthetic-00084,operator-20,SC-06,3,restore-cooling,toggle-electric-field,11.35,22.2,0,31.5,96.3,648.0,2.22,0.4,73.7,54.8,300.9,3.9,3.88,0.119,True,True,True,True,risk-003950,toggle-electric-field,0,LOW,13,NORMAL
synthetic-00659,operator-13,SC-08,3,set-fuel-45,set-fuel-45,27.86,8.72,0,81.8,95.1,327.7,4.32,0.45,55.6,51.8,393.9,8.1,4.3,0.052,True,True,True,True,risk-001526,set-fuel,1,MEDIUM,69,PARAMETER_ERROR
synthetic-00323,operator-15,SC-13,4,drain-E1,open-L1,14.05,2.54,0,29.7,31.1,86.4,2.24,0.77,47.8,38.1,319.0,11.2,3.32,0.058,True,True,True,True,risk-007786,start-N1,1,MEDIUM,55,SEQUENCE_ERROR
synthetic-00657,operator-24,SC-14,3,open-L1,set-fuel-45,20.05,8.66,0,88.6,96.4,274.8,2.26,0.5,67.6,67.1,420.7,5.2,2.51,0.096,True,True,True,True,risk-003351,set-fuel,1,HIGH,81,PARAMETER_ERROR
synthetic-00677,operator-23,SC-12,3,open-L1,restore-utility-or-prepare-equipment,12.9,13.7,0,46.1,98.0,423.1,2.06,0.37,74.3,37.4,338.0,0.7,4.8,0.125,True,False,True,True,risk-003477,set-fuel,1,HIGH,74,EQUIPMENT_NOT_READY
synthetic-00117,operator-16,SC-10,5,check-alarm,restore-ventilation,5.36,10.96,0,25.5,96.0,844.5,2.24,0.56,38.5,37.7,306.7,4.3,4.59,0.133,True,True,True,True,risk-002958,restore-ventilation,0,LOW,10,NORMAL
synthetic-00769,operator-22,SC-07,8,restore-cooling,protect-K1,6.74,20.12,0,72.0,97.5,679.9,2.82,0.72,4.4,59.9,313.5,1.2,4.46,0.095,True,True,True,True,risk-004229,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00051,operator-19,SC-07,6,open-L1,start-N2,15.99,11.55,0,46.3,97.6,639.0,2.23,0.39,71.8,49.1,310.3,4.6,4.56,0.145,True,True,True,True,risk-007824,start-N2,0,LOW,15,NORMAL
synthetic-00618,operator-18,SC-14,4,start-N1,set-fuel-45,24.86,13.45,0,85.3,95.8,129.5,4.36,0.67,48.1,37.1,425.0,7.6,2.93,0.053,True,True,True,True,risk-001942,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00056,operator-15,SC-07,11,check-alarm,start-N1,27.99,24.83,0,34.9,95.7,459.9,2.97,0.47,70.3,45.2,332.7,4.8,4.28,0.058,True,True,True,True,risk-004336,start-N1,0,LOW,8,NORMAL
synthetic-00518,operator-05,SC-10,4,start-N1,check-process-state,20.84,2.89,5,52.4,100.0,574.7,1.82,0.49,62.5,68.3,302.6,10.7,4.87,0.125,True,True,True,True,risk-008317,start-N1,1,MEDIUM,35,DUPLICATE_COMMAND
synthetic-00135,operator-04,SC-10,4,open-L1,protect-K2,5.92,14.17,0,25.5,97.7,491.9,2.06,0.44,61.4,35.1,345.9,9.0,2.6,0.116,True,True,True,True,risk-009391,protect-K2,0,LOW,5,NORMAL
synthetic-00202,operator-05,SC-08,11,set-fuel-45,set-fuel,23.3,13.28,0,20.8,98.2,710.2,2.89,0.44,63.3,72.4,304.0,10.4,2.18,0.108,True,True,True,True,risk-009175,set-fuel,0,LOW,23,NORMAL
synthetic-00492,operator-02,SC-05,5,set-fuel-45,check-process-state,21.8,1.44,5,35.2,96.8,897.1,2.0,0.63,57.0,69.0,302.3,6.8,2.88,0.081,True,True,True,True,risk-009746,set-fuel-45,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00101,operator-20,SC-01,2,set-fuel-45,toggle-electric-field,18.81,11.37,0,37.3,97.6,662.8,2.98,0.64,37.3,75.0,339.0,9.5,3.74,0.128,True,True,True,True,risk-008970,toggle-electric-field,0,LOW,4,NORMAL
synthetic-00649,operator-10,SC-10,8,check-alarm,set-fuel-45,16.11,7.49,0,78.9,99.8,415.6,2.14,0.79,52.2,59.3,402.6,1.0,4.09,0.055,True,True,True,True,risk-002569,set-fuel,1,MEDIUM,56,PARAMETER_ERROR
synthetic-00112,operator-22,SC-07,12,start-N1,protect-K2,23.71,9.88,0,41.8,99.4,812.8,3.08,0.39,43.5,38.2,326.1,9.8,3.36,0.116,True,True,True,True,risk-002420,protect-K2,0,LOW,21,NORMAL
synthetic-00416,operator-17,SC-14,3,alarm-K1-high,cut-fuel,129.39,66.58,0,53.9,96.4,843.4,2.52,0.69,45.1,63.7,322.9,20.4,4.68,0.1,True,True,True,False,risk-003336,protect-K1,1,HIGH,76,RESPONSE_TIME_ERROR
synthetic-00570,operator-12,SC-01,2,set-fuel-45,set-fuel-45,12.93,14.64,0,78.5,99.7,409.4,4.18,0.53,41.6,38.9,398.5,11.1,4.91,0.045,True,True,True,True,risk-002694,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00790,operator-24,SC-10,8,check-alarm,protect-K1,22.71,24.24,0,85.8,97.7,841.4,2.01,0.66,2.2,56.2,344.2,8.0,3.06,0.073,True,True,True,True,risk-001289,set-fuel,1,HIGH,90,CRITICAL_OPERATION_ERROR
synthetic-00762,operator-21,SC-08,1,check-alarm,protect-K2,17.98,17.14,0,63.8,98.4,534.1,3.13,0.39,66.1,2.8,327.7,8.4,2.18,0.138,True,True,True,True,risk-003382,set-fuel,1,HIGH,89,CRITICAL_OPERATION_ERROR
synthetic-00762,operator-08,SC-06,3,start-N1,restore-ventilation,12.97,19.98,0,54.0,99.8,512.6,1.89,0.5,48.5,65.8,351.6,31.2,2.17,0.138,True,True,True,False,risk-008752,disable-ventilation,1,HIGH,90,CRITICAL_OPERATION_ERROR
synthetic-00075,operator-19,SC-06,12,open-L1,start-N1,17.66,7.75,0,32.6,96.8,534.1,2.57,0.63,61.9,53.4,342.3,7.2,3.69,0.092,True,True,True,True,risk-009398,start-N1,0,LOW,7,NORMAL
synthetic-00829,operator-01,SC-10,7,start-N1,protect-K1,27.24,2.57,0,64.0,97.6,630.7,2.28,0.68,3.7,61.6,312.6,7.3,4.86,0.088,True,True,True,True,risk-009717,set-fuel,1,HIGH,92,CRITICAL_OPERATION_ERROR
synthetic-00728,operator-09,SC-12,10,restore-cooling,restore-utility-or-prepare-equipment,20.13,10.37,0,21.2,99.8,496.4,2.38,0.4,55.9,55.6,332.6,7.6,3.26,0.041,True,False,True,True,risk-008639,set-fuel,1,MEDIUM,59,EQUIPMENT_NOT_READY
synthetic-00724,operator-01,SC-13,12,open-L1,restore-utility-or-prepare-equipment,23.18,17.62,0,22.3,96.9,643.2,1.81,0.54,57.4,55.8,331.9,1.4,3.35,0.052,False,True,True,True,risk-008916,start-N1,1,MEDIUM,62,EQUIPMENT_NOT_READY
synthetic-00670,operator-07,SC-05,5,set-fuel-45,restore-utility-or-prepare-equipment,26.57,10.25,0,20.3,35.4,646.3,2.64,0.59,42.0,58.7,311.2,10.8,3.7,0.147,True,True,True,True,risk-001014,start-N1,1,HIGH,71,EQUIPMENT_NOT_READY
synthetic-00010,operator-13,SC-05,10,set-fuel-45,toggle-electric-field,10.96,17.97,0,54.0,98.7,874.1,2.77,0.66,66.4,64.6,321.9,2.8,3.19,0.132,True,True,True,True,risk-003285,toggle-electric-field,0,LOW,11,NORMAL
synthetic-00410,operator-09,SC-14,5,alarm-K1-high,cut-fuel,75.75,127.78,0,53.0,96.6,522.3,4.19,0.65,74.3,66.9,300.6,8.7,3.7,0.112,True,True,False,True,risk-009227,restore-ventilation,1,MEDIUM,69,RESPONSE_TIME_ERROR
synthetic-00187,operator-24,SC-13,2,check-alarm,protect-K2,26.8,24.33,0,50.1,98.6,663.3,2.41,0.55,58.6,38.2,345.8,2.7,4.13,0.052,True,True,True,True,risk-003128,protect-K2,0,LOW,3,NORMAL
synthetic-00151,operator-22,SC-13,7,set-fuel-45,set-fuel,22.99,13.3,0,46.8,98.0,667.1,2.23,0.52,41.7,57.8,328.8,4.5,3.75,0.147,True,True,True,True,risk-007466,set-fuel,0,LOW,15,NORMAL
synthetic-00106,operator-24,SC-10,4,restore-cooling,protect-K2,21.31,4.14,0,36.1,95.1,432.1,2.46,0.59,39.5,41.9,354.1,6.3,3.72,0.114,True,True,True,True,risk-009150,protect-K2,0,LOW,23,NORMAL
synthetic-00007,operator-14,SC-07,7,check-alarm,toggle-electric-field,26.96,20.25,0,23.3,97.4,613.5,2.34,0.77,68.3,66.1,323.8,0.9,5.0,0.042,True,True,True,True,risk-008479,toggle-electric-field,0,LOW,22,NORMAL
synthetic-00212,operator-12,SC-05,3,set-fuel-70,open-L1,5.29,21.88,0,25.3,32.3,25.0,2.4,0.37,68.8,41.1,315.7,6.5,3.81,0.111,True,True,True,True,risk-003199,start-N1,1,MEDIUM,57,SEQUENCE_ERROR
synthetic-00067,operator-08,SC-08,6,set-fuel-45,protect-K1,11.52,22.53,0,53.5,95.2,583.4,2.73,0.77,58.5,47.0,335.0,2.6,4.06,0.074,True,True,True,True,risk-001967,protect-K1,0,LOW,20,NORMAL
synthetic-00235,operator-16,SC-13,5,set-fuel-70,open-L1,5.38,23.69,0,38.8,21.7,274.4,2.28,0.64,43.3,52.2,305.2,9.5,4.71,0.11,True,True,True,True,risk-006968,start-N1,1,HIGH,80,SEQUENCE_ERROR
synthetic-00445,operator-09,SC-12,4,alarm-K1-high,protect-K1,100.95,71.1,0,27.4,96.4,882.0,4.52,0.4,39.8,64.4,300.4,6.1,3.74,0.065,True,True,False,True,risk-002502,toggle-electric-field,1,HIGH,73,RESPONSE_TIME_ERROR
synthetic-00507,operator-19,SC-14,8,restore-cooling,check-process-state,15.11,2.56,5,48.1,97.0,837.5,2.25,0.53,64.4,41.1,325.2,5.3,2.73,0.135,True,True,True,True,risk-005109,restore-cooling,1,MEDIUM,40,DUPLICATE_COMMAND
synthetic-00535,operator-16,SC-12,2,restore-cooling,check-process-state,9.85,1.99,4,50.7,96.3,455.2,3.05,0.8,58.2,73.2,316.1,2.2,4.99,0.085,True,True,True,True,risk-003879,restore-cooling,1,MEDIUM,42,DUPLICATE_COMMAND
synthetic-00489,operator-10,SC-12,8,set-fuel-45,check-process-state,8.52,1.77,5,52.0,95.3,613.7,2.35,0.7,67.4,72.6,351.8,2.6,3.28,0.069,True,True,True,True,risk-001917,set-fuel-45,1,MEDIUM,40,DUPLICATE_COMMAND
synthetic-00645,operator-15,SC-08,4,set-fuel-45,set-fuel-45,20.05,14.76,0,93.2,99.3,231.4,2.12,0.52,42.6,72.8,370.9,3.8,4.08,0.147,True,True,True,True,risk-003324,set-fuel,1,MEDIUM,60,PARAMETER_ERROR
synthetic-00072,operator-17,SC-13,6,start-N1,set-fuel,9.38,20.15,0,32.1,96.8,691.7,2.89,0.37,73.8,36.2,307.7,1.5,2.01,0.143,True,True,True,True,risk-006235,set-fuel,0,LOW,21,NORMAL
synthetic-00224,operator-20,SC-05,4,set-fuel-70,open-L1,25.47,10.19,0,41.3,5.8,244.4,2.72,0.41,47.8,44.7,321.4,9.1,2.29,0.103,True,True,True,True,risk-006416,start-N1,1,MEDIUM,66,SEQUENCE_ERROR
synthetic-00290,operator-21,SC-10,4,drain-E1,open-L1,12.01,22.89,0,42.5,64.7,139.2,2.03,0.75,35.7,71.6,301.6,9.5,3.46,0.148,True,True,True,True,risk-008863,start-N1,1,HIGH,75,SEQUENCE_ERROR
synthetic-00006,operator-18,SC-01,1,set-fuel-45,protect-K2,19.52,7.94,0,49.7,97.8,602.9,2.64,0.46,59.4,60.8,342.6,11.4,3.32,0.123,True,True,True,True,risk-008531,protect-K2,0,LOW,11,NORMAL
synthetic-00112,operator-12,SC-07,4,set-fuel-45,protect-K1,14.72,24.05,0,36.9,97.4,778.2,2.61,0.74,41.8,69.1,315.5,8.2,4.83,0.098,True,True,True,True,risk-000579,protect-K1,0,LOW,15,NORMAL
synthetic-00523,operator-20,SC-05,8,start-N1,check-process-state,13.22,1.53,3,42.2,99.4,544.3,2.5,0.39,53.9,74.8,347.3,5.1,3.9,0.148,True,True,True,True,risk-002336,start-N1,1,MEDIUM,35,DUPLICATE_COMMAND
synthetic-00598,operator-22,SC-08,10,set-fuel-45,set-fuel-45,17.83,18.59,0,96.5,97.2,133.7,2.42,0.59,44.3,53.3,411.5,5.9,4.95,0.102,True,True,True,True,risk-001506,set-fuel,1,MEDIUM,55,PARAMETER_ERROR
synthetic-00175,operator-11,SC-05,3,set-fuel-45,restore-ventilation,13.08,2.44,0,42.6,95.2,842.3,2.45,0.56,43.2,46.6,315.1,4.8,4.27,0.098,True,True,True,True,risk-001835,restore-ventilation,0,LOW,7,NORMAL
synthetic-00334,operator-19,SC-13,4,drain-E1,open-L1,27.02,24.12,0,30.6,55.7,140.0,1.85,0.71,37.8,72.8,343.2,5.6,3.25,0.125,True,True,True,True,risk-008792,start-N1,1,MEDIUM,63,SEQUENCE_ERROR
synthetic-00235,operator-22,SC-10,9,drain-E1,open-L1,22.03,11.01,0,42.5,52.9,71.4,2.98,0.79,51.7,36.2,301.4,11.6,3.1,0.15,True,True,True,True,risk-001405,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00266,operator-04,SC-13,7,set-fuel-70,open-L1,15.19,24.54,0,29.4,82.3,82.5,2.28,0.54,70.4,66.4,325.8,9.2,4.94,0.065,True,True,True,True,risk-001979,start-N1,1,HIGH,74,SEQUENCE_ERROR
synthetic-00139,operator-05,SC-07,9,open-L1,start-N2,9.4,9.35,0,51.8,96.0,899.6,2.46,0.69,73.8,39.9,345.8,1.5,2.77,0.076,True,True,True,True,risk-006902,start-N2,0,LOW,21,NORMAL
synthetic-00685,operator-02,SC-05,5,set-fuel-45,restore-utility-or-prepare-equipment,13.31,18.21,0,32.0,99.7,542.6,2.36,0.71,41.9,56.7,345.4,7.4,4.57,0.076,True,False,True,True,risk-006594,set-fuel,1,HIGH,72,EQUIPMENT_NOT_READY
synthetic-00089,operator-04,SC-10,11,start-N1,protect-K1,23.39,23.6,0,44.8,95.9,782.1,2.19,0.41,51.8,41.9,337.0,7.2,3.58,0.045,True,True,True,True,risk-004369,protect-K1,0,LOW,6,NORMAL
synthetic-00719,operator-16,SC-12,12,open-L1,restore-utility-or-prepare-equipment,10.24,13.71,0,44.4,96.3,680.2,2.88,0.7,38.8,65.1,352.3,1.2,2.46,0.138,False,True,True,True,risk-000724,start-N1,1,HIGH,80,EQUIPMENT_NOT_READY
synthetic-00825,operator-14,SC-08,4,restore-cooling,protect-K2,20.62,17.31,0,86.7,96.3,798.6,2.86,0.75,36.3,4.0,351.7,4.4,3.63,0.144,True,True,True,True,risk-008907,set-fuel,1,HIGH,86,CRITICAL_OPERATION_ERROR
synthetic-00770,operator-06,SC-13,10,check-alarm,restore-circulation-and-reduce-fuel,27.17,5.41,0,98.7,99.9,76.0,2.98,0.35,61.6,60.2,398.0,4.6,3.74,0.108,True,True,True,True,risk-008204,set-fuel,1,HIGH,99,CRITICAL_OPERATION_ERROR
synthetic-00623,operator-04,SC-13,5,check-alarm,set-fuel-45,4.58,24.21,0,75.9,97.3,378.0,4.55,0.41,57.2,63.1,414.5,2.6,4.67,0.129,True,True,True,True,risk-009592,set-fuel,1,HIGH,72,PARAMETER_ERROR
synthetic-00629,operator-13,SC-06,10,restore-cooling,set-fuel-45,17.67,21.09,0,86.1,97.6,138.4,1.8,0.59,47.4,54.5,427.7,8.9,2.81,0.073,True,True,True,True,risk-007274,set-fuel,1,MEDIUM,66,PARAMETER_ERROR
synthetic-00436,operator-04,SC-06,5,alarm-K1-high,restore-cooling,106.89,141.47,0,48.3,97.1,594.0,4.57,0.67,74.1,59.8,327.9,5.5,2.89,0.071,True,True,False,True,risk-008146,protect-K1,1,HIGH,79,RESPONSE_TIME_ERROR
