sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00824,operator-12,SC-07,3,set-fuel,start-N1,restore-circulation-and-reduce-fuel,19.91,14.1,0,88.1,95.3,11.1,1.86,0.71,38.1,63.3,421.9,3.2,4.76,0.14,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00334,operator-24,SC-10,2,start-N1,set-fuel-70,open-L1,23.6,21.11,0,26.2,48.9,168.1,1.8,0.71,64.5,37.5,352.1,1.6,3.77,0.071,True,True,True,True,SEQUENCE_ERROR
synthetic-00638,operator-04,SC-06,5,set-fuel,check-alarm,set-fuel-45,19.64,11.91,0,79.9,95.0,394.9,4.6,0.57,74.6,38.8,368.3,9.5,4.97,0.129,True,True,True,True,PARAMETER_ERROR
synthetic-00760,operator-11,SC-06,2,set-fuel,open-L1,protect-K2,21.74,16.18,0,73.9,99.8,851.2,2.82,0.37,46.2,7.2,330.5,2.8,3.04,0.057,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00429,operator-19,SC-06,5,toggle-electric-field,alarm-K1-high,restore-cooling,61.82,114.97,0,25.6,98.3,504.3,4.44,0.76,71.3,61.6,305.8,1.0,3.34,0.066,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00469,operator-10,SC-06,8,restore-cooling,restore-cooling,check-process-state,16.92,0.89,5,50.5,97.0,541.0,2.18,0.58,47.2,37.9,312.8,2.9,2.57,0.116,True,True,True,True,DUPLICATE_COMMAND
synthetic-00653,operator-12,SC-14,10,set-fuel,check-alarm,set-fuel-45,23.24,21.63,0,76.4,97.5,156.6,4.05,0.44,69.3,55.1,423.7,3.9,2.67,0.139,True,True,True,True,PARAMETER_ERROR
synthetic-00012,operator-21,SC-12,6,protect-K1,start-N1,protect-K1,25.59,15.84,0,23.3,97.0,507.1,3.07,0.42,44.7,40.4,323.3,4.3,3.02,0.047,True,True,True,True,NORMAL
synthetic-00805,operator-23,SC-07,10,disable-ventilation,check-alarm,restore-ventilation,20.68,17.31,0,28.4,98.3,670.9,2.2,0.52,66.7,71.7,338.9,30.1,3.76,0.05,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00283,operator-24,SC-08,10,start-N1,check-alarm,open-L1,17.23,6.39,0,32.3,61.6,179.1,3.18,0.43,66.2,62.5,329.4,2.8,2.59,0.075,True,True,True,True,SEQUENCE_ERROR
synthetic-00671,operator-19,SC-05,10,set-fuel,set-fuel-45,restore-utility-or-prepare-equipment,4.15,14.2,0,24.4,70.6,756.7,2.39,0.67,54.7,45.1,337.9,11.7,4.15,0.081,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00721,operator-23,SC-01,8,start-N2,set-fuel-45,restore-utility-or-prepare-equipment,10.48,15.49,0,47.8,99.9,553.2,1.86,0.54,60.7,58.2,346.2,1.2,2.73,0.11,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00011,operator-03,SC-08,8,toggle-electric-field,open-L1,toggle-electric-field,16.2,19.23,0,21.8,99.3,755.8,2.64,0.49,56.5,48.7,347.7,6.2,4.13,0.079,True,True,True,True,NORMAL
synthetic-00672,operator-04,SC-10,9,set-fuel,restore-cooling,restore-utility-or-prepare-equipment,9.78,4.21,0,40.6,96.7,538.8,4.12,0.77,45.3,73.3,337.9,9.4,3.95,0.143,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00795,operator-23,SC-12,2,set-fuel,start-N1,protect-K1,18.26,17.18,0,79.6,96.0,585.2,2.95,0.43,10.9,74.4,333.4,2.2,3.69,0.085,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00003,operator-23,SC-01,3,restore-cooling,open-L1,restore-cooling,13.07,21.42,0,30.4,98.7,529.3,2.46,0.46,60.5,69.2,343.5,1.8,4.26,0.048,True,True,True,True,NORMAL
synthetic-00503,operator-03,SC-14,9,toggle-electric-field,toggle-electric-field,check-process-state,19.13,0.41,3,42.3,99.6,722.3,2.59,0.38,36.1,41.9,309.3,10.6,4.85,0.081,True,True,True,True,DUPLICATE_COMMAND
synthetic-00478,operator-23,SC-08,10,start-N1,start-N1,check-process-state,4.74,1.72,4,27.4,99.2,697.6,2.58,0.67,71.6,69.3,314.3,9.2,2.64,0.073,True,True,True,True,DUPLICATE_COMMAND
synthetic-00148,operator-17,SC-08,11,restore-ventilation,open-L1,restore-ventilation,12.0,8.27,0,41.7,96.0,500.7,2.01,0.5,35.3,65.7,304.7,10.5,2.76,0.047,True,True,True,True,NORMAL
synthetic-00486,operator-15,SC-06,1,restore-cooling,restore-cooling,check-process-state,9.63,1.17,4,30.7,99.7,849.5,2.2,0.56,44.9,45.9,342.3,6.3,4.82,0.092,True,True,True,True,DUPLICATE_COMMAND
synthetic-00219,operator-18,SC-12,12,start-N1,drain-E1,open-L1,18.3,13.33,0,20.2,62.4,2.6,3.05,0.58,49.5,74.9,302.1,11.2,4.38,0.101,True,True,True,True,SEQUENCE_ERROR
synthetic-00078,operator-09,SC-14,11,protect-K1,start-N1,protect-K1,20.22,17.48,0,37.1,99.6,654.3,3.14,0.49,48.7,66.3,316.6,5.0,2.1,0.082,True,True,True,True,NORMAL
synthetic-00597,operator-23,SC-01,2,set-fuel,check-alarm,set-fuel-45,15.9,7.64,0,88.0,99.0,339.6,4.13,0.63,67.8,69.6,379.4,0.7,2.42,0.097,True,True,True,True,PARAMETER_ERROR
synthetic-00619,operator-06,SC-12,2,set-fuel,set-fuel-45,set-fuel-45,11.02,6.79,0,79.9,95.4,189.5,4.33,0.5,72.1,58.4,375.6,0.3,4.99,0.139,True,True,True,True,PARAMETER_ERROR
synthetic-00413,operator-01,SC-01,2,start-N2,alarm-K1-high,cut-fuel,120.44,72.39,0,31.0,96.9,509.9,4.35,0.41,51.8,56.3,334.1,0.1,2.59,0.13,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00009,operator-22,SC-13,3,start-N1,start-N1,start-N1,10.49,8.54,0,54.7,98.1,685.9,2.39,0.65,48.0,59.6,340.9,7.6,3.36,0.109,True,True,True,True,NORMAL
synthetic-00476,operator-07,SC-01,2,restore-cooling,restore-cooling,check-process-state,17.54,0.86,3,25.8,99.4,779.8,1.88,0.56,68.9,40.2,306.9,6.6,3.18,0.119,True,True,True,True,DUPLICATE_COMMAND
synthetic-00734,operator-22,SC-13,2,start-N2,restore-cooling,restore-utility-or-prepare-equipment,19.37,18.83,0,22.7,98.6,509.5,4.32,0.37,36.2,66.4,328.5,6.8,2.58,0.08,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00434,operator-03,SC-01,8,start-N2,alarm-K1-high,cut-fuel,129.22,120.26,0,28.1,95.9,787.1,4.66,0.73,50.3,36.0,317.7,4.9,2.08,0.097,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00127,operator-14,SC-07,3,restore-ventilation,check-alarm,restore-ventilation,14.37,3.06,0,49.6,96.0,837.1,2.41,0.51,65.8,50.6,344.3,2.7,4.65,0.101,True,True,True,True,NORMAL
synthetic-00586,operator-22,SC-12,9,set-fuel,restore-cooling,set-fuel-45,5.2,14.71,0,85.8,95.5,137.3,4.16,0.61,58.8,66.8,423.8,4.8,3.29,0.111,True,True,True,True,PARAMETER_ERROR
synthetic-00185,operator-21,SC-01,6,start-N2,check-alarm,start-N2,17.13,16.12,0,22.3,97.6,822.9,3.02,0.75,43.2,50.9,316.7,7.3,4.54,0.108,True,True,True,True,NORMAL
synthetic-00423,operator-10,SC-01,7,restore-cooling,alarm-K1-high,protect-K1,148.14,79.88,0,27.9,99.1,692.7,2.9,0.76,41.1,64.0,306.5,19.9,2.45,0.109,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00255,operator-24,SC-05,9,start-N1,check-alarm,open-L1,14.52,5.99,0,43.6,69.0,214.1,2.2,0.46,74.2,68.4,343.4,7.3,2.12,0.066,True,True,True,True,SEQUENCE_ERROR
synthetic-00784,operator-18,SC-12,5,set-fuel,start-N1,restore-circulation-and-reduce-fuel,7.34,13.25,0,79.1,98.6,97.6,2.86,0.46,45.3,36.0,418.3,5.5,3.13,0.095,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00002,operator-18,SC-13,1,protect-K1,restore-cooling,protect-K1,24.98,22.38,0,51.6,99.3,672.2,2.1,0.79,40.7,53.8,328.3,4.4,3.97,0.07,True,True,True,True,NORMAL
synthetic-00330,operator-07,SC-06,11,start-N1,check-alarm,open-L1,24.38,18.47,0,43.3,65.5,63.0,3.09,0.55,46.9,44.7,345.6,5.7,4.92,0.14,True,True,True,True,SEQUENCE_ERROR
synthetic-00191,operator-11,SC-13,12,start-N1,start-N1,start-N1,13.33,23.69,0,20.8,95.5,874.1,2.01,0.62,74.2,67.2,350.9,2.9,4.07,0.072,True,True,True,True,NORMAL
synthetic-00115,operator-18,SC-08,3,toggle-electric-field,set-fuel-45,toggle-electric-field,20.77,3.39,0,48.6,96.7,614.8,2.75,0.56,50.6,74.6,328.8,10.8,2.34,0.084,True,True,True,True,NORMAL
synthetic-00498,operator-04,SC-01,8,toggle-electric-field,toggle-electric-field,check-process-state,11.62,0.51,5,42.1,99.5,821.9,3.15,0.74,36.1,71.5,315.7,7.6,4.97,0.134,True,True,True,True,DUPLICATE_COMMAND
synthetic-00029,operator-18,SC-06,11,toggle-electric-field,restore-cooling,toggle-electric-field,19.36,3.66,0,23.0,95.6,694.0,2.93,0.4,71.2,74.5,337.9,7.1,2.37,0.143,True,True,True,True,NORMAL
synthetic-00140,operator-06,SC-10,8,start-N1,check-alarm,start-N1,21.38,16.95,0,42.4,95.3,637.4,2.3,0.71,41.2,44.5,351.8,3.1,4.84,0.113,True,True,True,True,NORMAL
synthetic-00311,operator-24,SC-08,5,start-N1,check-alarm,open-L1,17.79,9.86,0,44.8,29.2,63.8,2.16,0.65,48.6,43.0,321.1,8.3,3.73,0.129,True,True,True,True,SEQUENCE_ERROR
synthetic-00323,operator-16,SC-13,12,start-N1,set-fuel-70,open-L1,25.24,19.08,0,24.3,39.4,143.1,2.4,0.8,73.1,60.0,325.4,8.2,3.15,0.061,True,True,True,True,SEQUENCE_ERROR
synthetic-00020,operator-04,SC-12,3,restore-ventilation,start-N1,restore-ventilation,22.39,22.86,0,46.6,99.2,652.0,2.17,0.52,64.0,51.5,318.0,3.6,3.76,0.103,True,True,True,True,NORMAL
synthetic-00833,operator-04,SC-14,7,disable-ventilation,restore-cooling,restore-ventilation,23.2,22.68,0,23.6,96.9,610.3,2.37,0.57,46.3,69.9,323.6,19.1,2.03,0.094,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00699,operator-20,SC-05,9,start-N2,check-alarm,restore-utility-or-prepare-equipment,22.35,17.65,0,48.1,99.4,886.1,2.97,0.69,40.1,36.6,301.7,0.1,3.92,0.055,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00035,operator-01,SC-10,8,protect-K1,check-alarm,protect-K1,7.96,11.97,0,28.8,95.1,481.5,3.17,0.65,60.4,60.0,319.3,11.4,3.63,0.131,True,True,True,True,NORMAL
synthetic-00688,operator-09,SC-05,7,set-fuel,start-N1,restore-utility-or-prepare-equipment,5.28,3.01,0,27.5,99.1,666.8,4.48,0.74,62.1,58.0,348.1,10.6,2.96,0.063,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00289,operator-05,SC-13,7,start-N1,check-alarm,open-L1,16.09,5.69,0,47.2,49.1,51.7,3.18,0.4,48.4,71.8,309.3,8.1,2.45,0.06,True,True,True,True,SEQUENCE_ERROR
synthetic-00240,operator-03,SC-07,11,start-N1,drain-E1,open-L1,18.99,4.47,0,26.8,79.5,203.5,3.14,0.38,69.7,70.1,324.0,0.3,3.82,0.14,True,True,True,True,SEQUENCE_ERROR
synthetic-00414,operator-10,SC-12,10,set-fuel,alarm-K1-high,restore-cooling,102.91,107.07,0,34.0,97.6,526.8,3.08,0.5,71.9,56.1,352.8,21.9,2.21,0.05,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00565,operator-13,SC-01,5,set-fuel,start-N1,set-fuel-45,25.63,6.27,0,93.3,99.2,326.6,2.66,0.72,72.3,62.1,378.0,2.1,2.62,0.082,True,True,True,True,PARAMETER_ERROR
synthetic-00795,operator-23,SC-12,4,disable-ventilation,open-L1,restore-ventilation,11.32,18.42,0,43.6,97.0,617.6,3.11,0.37,49.2,73.5,347.6,24.5,3.55,0.111,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00803,operator-09,SC-06,11,set-fuel,open-L1,protect-K1,12.13,8.68,0,59.9,98.3,443.7,2.37,0.76,2.3,51.4,341.1,8.7,4.76,0.073,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00611,operator-03,SC-01,3,set-fuel,open-L1,set-fuel-45,22.7,12.16,0,74.8,98.9,131.5,3.17,0.71,63.7,58.4,411.3,7.2,2.05,0.125,True,True,True,True,PARAMETER_ERROR
synthetic-00568,operator-06,SC-10,4,set-fuel,open-L1,set-fuel-45,22.03,7.6,0,70.5,99.8,324.1,2.18,0.38,65.2,47.3,368.0,7.8,4.45,0.083,True,True,True,True,PARAMETER_ERROR
synthetic-00089,operator-21,SC-08,7,start-N2,set-fuel-45,start-N2,21.43,24.33,0,40.4,98.7,591.5,2.7,0.62,35.8,62.5,304.0,6.0,3.66,0.048,True,True,True,True,NORMAL
synthetic-00642,operator-03,SC-06,4,set-fuel,check-alarm,set-fuel-45,8.54,15.97,0,81.7,97.9,260.2,2.54,0.44,43.3,41.7,381.2,5.7,2.59,0.137,True,True,True,True,PARAMETER_ERROR
synthetic-00126,operator-20,SC-05,12,set-fuel,start-N1,set-fuel,13.88,2.7,0,34.3,95.4,437.5,1.95,0.7,39.0,51.0,315.9,3.7,3.92,0.119,True,True,True,True,NORMAL
synthetic-00794,operator-23,SC-08,7,set-fuel,restore-cooling,protect-K2,21.62,13.19,0,76.4,95.2,818.4,1.91,0.51,36.4,9.3,349.9,3.0,2.73,0.083,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00549,operator-07,SC-13,1,set-fuel,set-fuel-45,set-fuel-45,11.41,10.73,0,83.2,95.3,253.6,2.85,0.48,51.6,62.7,395.6,11.5,3.82,0.099,True,True,True,True,PARAMETER_ERROR
synthetic-00431,operator-18,SC-05,7,protect-K1,alarm-K1-high,protect-K1,129.54,134.48,0,32.1,98.0,439.5,2.67,0.46,73.8,71.6,349.9,29.5,2.88,0.15,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00155,operator-11,SC-05,4,protect-K1,start-N1,protect-K1,21.58,8.77,0,42.0,95.1,573.0,1.81,0.71,70.4,44.1,326.0,11.5,3.42,0.049,True,True,True,True,NORMAL
synthetic-00056,operator-15,SC-10,1,protect-K1,start-N1,protect-K1,8.71,21.52,0,23.4,95.1,500.6,2.67,0.4,37.3,54.0,355.0,11.0,3.53,0.056,True,True,True,True,NORMAL
synthetic-00156,operator-24,SC-14,3,toggle-electric-field,set-fuel-45,toggle-electric-field,9.06,11.27,0,45.2,99.1,649.0,2.99,0.63,53.4,40.9,311.1,4.8,4.78,0.08,True,True,True,True,NORMAL
synthetic-00820,operator-05,SC-13,7,set-fuel,start-N1,restore-circulation-and-reduce-fuel,19.85,12.39,0,80.8,95.1,96.6,2.67,0.56,47.3,71.0,444.3,5.6,4.74,0.135,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00443,operator-19,SC-10,4,start-N1,alarm-K1-high,restore-cooling,109.4,90.64,0,37.1,98.8,575.6,4.13,0.43,71.3,53.5,332.7,2.6,3.29,0.103,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00809,operator-06,SC-14,11,disable-ventilation,check-alarm,restore-ventilation,4.82,17.17,0,25.8,96.9,423.5,2.4,0.6,60.0,68.8,316.3,19.4,4.37,0.089,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00586,operator-20,SC-10,3,set-fuel,open-L1,set-fuel-45,14.97,15.68,0,76.0,98.9,404.9,1.8,0.74,67.2,41.1,395.2,8.8,4.78,0.148,True,True,True,True,PARAMETER_ERROR
synthetic-00454,operator-24,SC-06,5,protect-K1,alarm-K1-high,restore-cooling,61.92,116.31,0,21.4,96.1,479.9,2.02,0.63,59.1,70.1,329.7,27.3,3.14,0.059,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00738,operator-01,SC-14,2,start-N1,set-fuel-45,restore-utility-or-prepare-equipment,12.99,16.74,0,23.3,96.5,760.3,3.87,0.55,42.5,58.6,324.2,6.9,3.1,0.075,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00053,operator-13,SC-07,4,protect-K1,start-N1,protect-K1,12.03,4.59,0,28.6,96.5,828.1,1.96,0.48,72.5,51.1,349.5,4.7,4.78,0.041,True,True,True,True,NORMAL
synthetic-00728,operator-01,SC-05,3,start-N2,restore-cooling,restore-utility-or-prepare-equipment,27.03,21.24,0,39.1,98.1,517.2,4.25,0.37,52.5,56.3,322.8,2.5,2.4,0.059,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00412,operator-20,SC-01,1,protect-K2,alarm-K1-high,restore-cooling,110.22,62.39,0,30.9,97.2,447.3,4.25,0.52,38.7,39.8,327.7,8.4,3.15,0.109,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00407,operator-22,SC-12,9,start-N2,alarm-K1-high,restore-cooling,105.81,101.34,0,53.2,96.9,824.5,2.76,0.42,60.7,55.0,340.7,20.5,2.78,0.084,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00054,operator-23,SC-06,11,set-fuel,set-fuel-45,set-fuel,16.87,5.5,0,40.9,96.2,777.9,2.1,0.42,47.4,61.1,344.7,8.3,4.27,0.081,True,True,True,True,NORMAL
synthetic-00302,operator-12,SC-05,3,start-N1,check-alarm,open-L1,11.89,15.99,0,38.3,39.0,245.9,2.79,0.47,64.4,62.1,338.2,2.4,3.17,0.047,True,True,True,True,SEQUENCE_ERROR
synthetic-00072,operator-13,SC-13,7,set-fuel,restore-cooling,set-fuel,11.94,24.86,0,52.2,99.4,425.9,3.14,0.47,67.1,67.5,313.7,2.0,2.58,0.089,True,True,True,True,NORMAL
synthetic-00352,operator-06,SC-08,8,set-fuel,alarm-K1-high,restore-cooling,147.22,87.63,0,22.5,97.3,790.8,4.08,0.63,54.8,46.0,311.6,2.0,2.23,0.05,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00520,operator-10,SC-08,4,restore-cooling,restore-cooling,check-process-state,26.11,1.97,4,53.0,97.3,548.8,2.0,0.52,62.7,40.3,307.6,4.5,4.09,0.116,True,True,True,True,DUPLICATE_COMMAND
synthetic-00355,operator-19,SC-14,3,start-N1,alarm-K1-high,cut-fuel,95.25,61.88,0,30.3,98.0,716.6,2.35,0.58,48.1,37.6,316.4,22.3,2.57,0.072,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00816,operator-19,SC-08,11,set-fuel,start-N1,restore-circulation-and-reduce-fuel,17.5,10.87,0,83.5,97.6,62.8,2.81,0.59,53.0,69.6,416.2,8.9,2.76,0.051,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00508,operator-02,SC-13,12,start-N1,start-N1,check-process-state,11.38,1.29,2,53.0,99.8,852.0,3.0,0.55,48.0,44.0,314.6,0.5,4.36,0.129,True,True,True,True,DUPLICATE_COMMAND
synthetic-00021,operator-19,SC-05,5,restore-ventilation,check-alarm,restore-ventilation,24.52,18.07,0,26.1,97.1,686.0,2.81,0.43,55.9,71.5,329.8,6.4,4.85,0.103,True,True,True,True,NORMAL
synthetic-00082,operator-17,SC-05,1,restore-cooling,set-fuel-45,restore-cooling,4.91,9.43,0,37.7,97.3,823.5,1.89,0.78,38.4,40.2,331.1,8.1,3.2,0.084,True,True,True,True,NORMAL
synthetic-00574,operator-11,SC-05,8,set-fuel,start-N1,set-fuel-45,4.78,20.8,0,87.6,97.2,359.0,2.95,0.38,60.2,64.4,388.5,6.4,2.05,0.075,True,True,True,True,PARAMETER_ERROR
synthetic-00679,operator-21,SC-12,3,start-N2,check-alarm,restore-utility-or-prepare-equipment,7.25,5.66,0,31.0,95.4,469.9,1.9,0.45,44.3,72.2,303.3,11.8,4.54,0.065,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00583,operator-18,SC-10,2,set-fuel,set-fuel-45,set-fuel-45,19.08,13.9,0,92.8,97.7,313.1,4.36,0.75,61.2,71.8,399.3,9.4,4.07,0.085,True,True,True,True,PARAMETER_ERROR
synthetic-00492,operator-22,SC-10,3,toggle-electric-field,toggle-electric-field,check-process-state,8.66,0.21,5,47.7,97.7,858.6,2.03,0.37,56.3,57.4,345.4,4.1,4.66,0.063,True,True,True,True,DUPLICATE_COMMAND
synthetic-00113,operator-17,SC-01,6,restore-ventilation,restore-cooling,restore-ventilation,25.01,6.53,0,40.9,95.0,613.6,2.46,0.52,35.5,57.2,316.6,6.9,3.84,0.116,True,True,True,True,NORMAL
synthetic-00182,operator-04,SC-05,8,protect-K2,check-alarm,protect-K2,20.42,10.64,0,36.9,95.0,731.9,2.28,0.62,52.7,74.4,353.1,1.8,3.29,0.148,True,True,True,True,NORMAL
synthetic-00605,operator-05,SC-08,2,set-fuel,check-alarm,set-fuel-45,8.66,21.04,0,72.2,96.5,346.9,4.0,0.65,49.1,74.7,395.7,6.4,4.89,0.094,True,True,True,True,PARAMETER_ERROR
synthetic-00231,operator-09,SC-07,9,start-N1,set-fuel-70,open-L1,19.51,3.72,0,44.0,17.9,18.6,2.27,0.6,68.7,42.5,327.3,9.5,2.86,0.091,True,True,True,True,SEQUENCE_ERROR
synthetic-00702,operator-06,SC-12,10,start-N2,start-N1,restore-utility-or-prepare-equipment,6.03,22.26,0,52.6,61.0,656.0,2.94,0.58,74.2,55.8,351.5,0.1,4.03,0.11,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00051,operator-12,SC-06,9,restore-ventilation,open-L1,restore-ventilation,13.38,14.12,0,32.9,99.9,812.1,2.96,0.57,70.9,67.4,350.7,4.2,2.87,0.101,True,True,True,True,NORMAL
synthetic-00667,operator-21,SC-10,1,set-fuel,start-N1,set-fuel-45,8.0,21.34,0,74.5,96.9,353.8,1.88,0.42,53.8,42.4,392.4,10.1,4.55,0.128,True,True,True,True,PARAMETER_ERROR
synthetic-00694,operator-23,SC-12,5,start-N2,set-fuel-45,restore-utility-or-prepare-equipment,21.04,23.18,0,36.1,99.5,759.2,2.71,0.47,70.6,55.5,308.7,5.3,4.42,0.117,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00208,operator-11,SC-05,1,toggle-electric-field,open-L1,toggle-electric-field,11.65,21.16,0,40.2,99.1,545.5,2.0,0.46,63.4,44.3,332.8,3.1,3.45,0.103,True,True,True,True,NORMAL
synthetic-00413,operator-17,SC-01,9,set-fuel,alarm-K1-high,protect-K1,95.26,111.39,0,27.0,95.6,888.7,4.57,0.66,56.6,54.4,320.0,3.0,3.63,0.131,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00451,operator-11,SC-06,2,start-N1,alarm-K1-high,restore-cooling,83.77,67.78,0,46.7,96.0,484.7,4.36,0.51,55.1,46.7,300.7,7.0,2.68,0.048,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00518,operator-20,SC-10,11,start-N1,start-N1,check-process-state,15.05,1.9,2,23.3,96.4,541.5,2.25,0.68,56.6,61.0,308.5,9.2,4.41,0.141,True,True,True,True,DUPLICATE_COMMAND
synthetic-00551,operator-04,SC-07,7,set-fuel,restore-cooling,set-fuel-45,20.31,6.3,0,98.0,95.5,298.6,4.38,0.38,74.9,66.5,389.5,7.9,3.3,0.086,True,True,True,True,PARAMETER_ERROR
synthetic-00296,operator-06,SC-13,8,start-N1,check-alarm,open-L1,10.09,22.31,0,43.2,82.5,12.2,2.6,0.42,59.5,67.6,327.0,6.0,3.03,0.09,True,True,True,True,SEQUENCE_ERROR
synthetic-00011,operator-08,SC-10,12,restore-cooling,restore-cooling,restore-cooling,20.25,19.88,0,45.0,96.7,755.6,3.07,0.71,38.1,41.1,346.3,1.0,4.34,0.141,True,True,True,True,NORMAL
synthetic-00113,operator-13,SC-14,7,restore-cooling,open-L1,restore-cooling,22.71,23.85,0,51.4,99.3,483.0,2.33,0.63,44.6,52.4,310.9,4.3,3.33,0.15,True,True,True,True,NORMAL
synthetic-00154,operator-13,SC-05,3,set-fuel,restore-cooling,set-fuel,7.62,20.15,0,22.9,98.9,889.7,3.0,0.64,69.8,63.2,322.7,10.6,2.68,0.144,True,True,True,True,NORMAL
synthetic-00791,operator-20,SC-14,7,set-fuel,start-N1,restore-circulation-and-reduce-fuel,18.88,6.72,0,80.4,99.2,162.2,2.54,0.52,62.5,40.3,400.7,11.9,2.26,0.074,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00024,operator-07,SC-07,8,toggle-electric-field,open-L1,toggle-electric-field,6.56,16.08,0,42.9,97.3,803.6,2.36,0.54,55.2,74.0,351.2,0.4,4.17,0.127,True,True,True,True,NORMAL
synthetic-00135,operator-04,SC-10,4,protect-K2,open-L1,protect-K2,5.92,14.17,0,25.5,97.7,491.9,2.06,0.44,61.4,35.1,345.9,9.0,2.6,0.116,True,True,True,True,NORMAL
synthetic-00211,operator-18,SC-13,1,start-N1,check-alarm,open-L1,24.29,13.43,0,30.6,49.2,148.4,2.56,0.73,72.8,46.6,324.1,0.1,4.32,0.086,True,True,True,True,SEQUENCE_ERROR
synthetic-00383,operator-23,SC-10,2,protect-K1,alarm-K1-high,protect-K1,106.36,85.86,0,50.6,98.2,765.6,2.63,0.52,59.1,38.2,302.1,20.2,2.66,0.094,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00378,operator-10,SC-01,11,set-fuel,alarm-K1-high,restore-cooling,77.91,73.38,0,38.4,97.6,483.3,4.46,0.78,42.2,53.7,349.9,3.1,3.95,0.105,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00037,operator-07,SC-01,9,toggle-electric-field,check-alarm,toggle-electric-field,21.82,7.37,0,53.2,95.5,524.4,2.12,0.77,64.0,57.1,329.1,1.9,2.57,0.109,True,True,True,True,NORMAL
synthetic-00532,operator-19,SC-10,11,start-N1,start-N1,check-process-state,19.95,2.87,2,26.3,97.2,480.9,2.76,0.68,67.3,68.0,309.4,6.0,3.68,0.14,True,True,True,True,DUPLICATE_COMMAND
synthetic-00317,operator-16,SC-05,9,start-N1,check-alarm,open-L1,25.44,20.12,0,47.7,57.2,208.2,2.06,0.45,55.0,60.3,328.3,1.3,4.32,0.051,True,True,True,True,SEQUENCE_ERROR
synthetic-00075,operator-19,SC-06,12,start-N1,open-L1,start-N1,17.66,7.75,0,32.6,96.8,534.1,2.57,0.63,61.9,53.4,342.3,7.2,3.69,0.092,True,True,True,True,NORMAL
synthetic-00721,operator-18,SC-06,6,set-fuel,start-N1,restore-utility-or-prepare-equipment,15.05,10.24,0,53.5,99.2,595.4,1.83,0.41,41.6,48.9,308.8,7.0,2.23,0.081,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00601,operator-08,SC-01,12,set-fuel,check-alarm,set-fuel-45,8.95,22.62,0,95.2,95.8,273.3,4.42,0.37,74.0,69.6,418.4,2.9,4.08,0.089,True,True,True,True,PARAMETER_ERROR
synthetic-00319,operator-04,SC-01,5,start-N1,set-fuel-70,open-L1,7.16,3.3,0,39.4,75.7,68.1,2.0,0.74,61.0,61.2,332.9,0.9,3.85,0.088,True,True,True,True,SEQUENCE_ERROR
